2008,Publishing of computer games,Other software publishing,Computer programming activities,Computer consultancy activities,Computer facilities management activities,Other information technology and computer service activities,"Data processing, hosting and related activities",Web portals,Repair of computers and peripheral equipment,Repair of communication equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,"60,366280533849","63,7792882519484","61,0242285788609","57,46239178816","69,7136312243938","42,3252434828016","63,0784196745364","60,0157155737199","35,6361022267913","35,0020959808867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,"56,7051479077067","68,944711181913","68,529644111168","75,2788671935814","77,1068749280314","66,3941218973884","71,9053978853508","67,8097013974692","32,6910732929703","31,0605658763139",,-,-,-,-,-,-,-,-,-,-,-,"58,9194839335027","94,3331536236608","76,0116407583067","201,537785604736","97,1378074819459","90,1860899795156","99,6461677148022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"71,6370021535667","64,9940097712186","65,2928280970216","145,03534431965","140,14456237907","124,197210483089","137,127387521678",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"71,2057267137091","74,8056419856851","74,165804799811","88,5455610531266","93,5740105643824","99,1142126341622","94,3870406755478",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"78,2185069574907","76,726380249684","77,2083156296018","72,6492240969354","75,3409870931413","81,1406235872108","85,9749612538691",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"80,117898393971","81,2824647005121","85,8438555096611","91,9368129654762","97,7063493783905","105,618897371615","108,90040530617",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"68,9868123574814","62,044526436336","68,3096848642714","78,3860701758006","80,6088838364127","90,5888195584057","96,1102946382842",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"74,7133036727738","78,2004817955523","71,092463878938","83,3390987858613","78,353777213907","89,6841577738236","104,333893373085",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"70,4576702370404","59,3203453515099","72,8674037751223","72,4389013841189","80,4183386519893","90,8727837124757","104,071854835446",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"33,9676597050608","29,5684816814673","32,3446073262868","31,7601279738431","31,5874155716619","32,0507555083943","28,273020531629",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"32,273480973784"
United Kingdom,"38,8996240541393","61,6857070387356","65,3910355835199","73,6782232107221","24,216131402368","86,9320098085811","89,198137261554","271,497820612993","62,8208013338932","38,098843059694",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brasil,,"45,6672889986215","39,8538381096131",,,,"35,879778373584","88,0539122441069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,"33,5050417679933","38,9577603936674","34,5528499237763","107,444979557228","47,3524448488042","47,0388585196591","20,7652454646275","29,3726259775877","25,640235077957","32,8887130652996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Publishing of computer games,Other software publishing,Computer programming activities,Computer consultancy activities,Computer facilities management activities,Other information technology and computer service activities,"Data processing, hosting and related activities",Web portals,Repair of computers and peripheral equipment,Repair of communication equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,"26,8948402335452","123,173675155009","78,3109750097775","58,8002335777269","71,9779817616695","35,3570783437644","100,105002423091","63,6893226483296","34,6104381799783","31,2214732065017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,"95,5462769700187","131,485351105731","90,5035340303074","82,4375653257415","104,419753675935","92,1558855877154","100,041128547128","99,7898714514639","27,1097415228821","27,8888632619999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"128,440907219183","96,564480324062","69,579552310221","62,0837826057828","40,5259079017611","70,0695879602992","88,9189510500582","979,900745146638","48,5040305407869","33,4303584027872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
